"Type";"TypePrice";"TypeName";"Price";"PricePrice";"PriceName";"Hit Dice";"DicePrice";"DiceName";"Crit Range";"CritRangePrice";"CritName";"Crit Multiplier";"CritXPrice";"Cname";"Special 1";"Sp1Price";"Sp1Name";"Special 2";"Sp2Price";"Sp2Name";"Aim Distance";"AimDistPrice";"AimName";"Max Distance";"MaxDistPrice";"MaxName"
"Pistol";1;"<Marble";;69;">Bank";"3d4";616.0585814246;;"19-20";1.4;;"x3";2.744;;;1;;"x4 damage vs locks and doors.";1.1;"^Ballistic lockpick";2;0.7692307692;;7;0.9090909091;
"Pistol";1;"<Engraved";;70;">Trauma";"2d6";446.9358695;;"19-20";1.4;;"x3";2.744;;;1;;;1;;2;0.7692307692;;9;1.1;
"Pistol";1;"<Signiture";;71;">Envy";"1d12";324.2413586445;">Volcanic";"19-20";1.4;;"x3";2.744;;"+3 aim vs ""minion"" level characters";1.2;">Crowd Control.";;1;;3;1;;9;1.1;
"Pistol";1;"<Chickenshit";;72;">Corpsemaker";"3d6";4225.5458099912;;"18-20";1.96;;"x4";3.8416;;;1;;"Anyone damaged by this weapon loses two points of innitiative. If this results in a tie, then they go last.";1.2;">Hesitance";4;1.3;">Longbarrel";8;1;
"Pistol";1;"<Reliable";;73;">Gravedigger";"2d8";1613.438488895;;"18-20";1.96;;"x1";1.4;;;1;;;1;;3;1;;8;1;
"Pistol";1;"<Overt";;74;">Humour";"1d6";47.2723951953;;"20";1;;"x2";1.96;;"+3 aim vs team mates";1.1;">Scar";"Anyone damaged by this weapon takes a -10 (audial) penalty to stealth checks";1.2;">Locust";3;1;;5;0.7513148009;
"Pistol";1;"<Military";;66;">Wrath";"2d4";123.80495;;"20";1;"^Doctor's note";"x2";1.96;;;1;;"Anyone damaged by this weapon takes a -10 (visual) penalty to stealth checks";1.2;"<Flourescent";3;1;;6;0.826446281;
"Pistol";1;"<Anarcist's";;67;">Pride";"2d4";123.80495;;"20";1;;"x2";1.96;;;1;;"+1 aim";1.2;;3;1;;6;0.826446281;
"Pistol";1;"<Citizen's";;67;">Sloth";"1d8";89.8175508711;;"20";1;;"x3";2.744;;"Can also be used as a 1d4 dagger";1.05;"<Bladed";"+1 aim";1.2;;4;1.3;;6;0.826446281;
"Pistol";1;"<Burnished";;68;">Greed";"1d6";47.2723951953;;"20";1;;"x2";1.96;;;1;;"+1 aim";1.2;;3;1;;5;0.7513148009;
"Pistol";1;"<Polished";;66;">Chastity";"2d4";123.80495;;"20";1;;"x2";1.96;;"+1 aim";1.2;;;1;;3;1;;6;0.826446281;
"Pistol";1;"<Honourable";;67;">Oath";"1d4";24.8802079975;;"17-20";2.744;"^Early Retirment";"x2";1.96;"^My sweet lover from Kastatine";"+1 aim";1.2;;;1;;2;0.7692307692;;5;0.7513148009;
"Pistol";1;"<Spiteful";;65;">Brandish";"1d4";24.8802079975;;"17-20";2.744;"^The Raven";"x2";1.96;;"+2 aim";1.8;">Precision";;1;;2;0.7692307692;;5;0.7513148009;
"Pistol";1;"<Vengeful";;65;">Blaster";"1d4";24.8802079975;;"17-20";2.744;"^Auntie's gift";"x2";1.96;;;1;;"+2 aim";1.8;;2;0.7692307692;;5;0.7513148009;
"Pistol";1;"<Happy";;65;">Handgun";"1d4";24.8802079975;;"17-20";2.744;">Regards";"x2";1.96;;"Anyone attampting to disarm this item from you takes 1d4 damage. Gain +10 vs Disarm.";1.04;">Razor";"+3 aim";2.2;;2;0.7692307692;;5;0.7513148009;
"Pistol";1;"<Cheerful";;65;">Guilt";"1d4";24.8802079975;;"17-20";2.744;;"x2";1.96;;;1;;"Silenced";1.5;"<Blackwebs";2;0.7692307692;;5;0.7513148009;
"Pistol";1;"<Anarcist's";;65;">Flintlock";"1d4";24.8802079975;;"17-20";2.744;;"x2";1.96;;"Silenced";1.5;"<Library";;1;;2;0.7692307692;;5;0.7513148009;
"Pistol";1;"<Disciple's";;65;">Omega";"1d6";47.2723951953;;"20";1;;"x2";1.96;;;1;;"Silenced";1.5;"^Hush";3;1;;5;0.7513148009;
"Pistol";1;"<Priestly";;66;">Fleshwound";"2d4";123.80495;;"20";1;;"x2";1.96;;"Fires on command, even if you are not holding it.";1.1;">Hound";"Armour Piercing 2";1.2;;3;1;;6;0.826446281;
"Pistol";1;"<Deadman's";;67;">Alpha";"1d6";47.2723951953;;"20";1;;"x2";1.96;;;1;;"Armour Piercing 5";1.3;;3;1;;5;0.7513148009;
"Pistol";1;"<Drunkard's";;66;">Beta";"2d4";123.80495;;"20";1;;"x2";1.96;;;1;;"Armour piercing 20";1.5;">Vanquisher";3;1;;6;0.826446281;
"Pistol";1;"<Blackiron";;67;">Gamma";"2d4";123.80495;;"20";1;;"x2";1.96;;"Armour Piercing 2";1.2;;"Armour piercing 20";1.5;"^Dragon Slayer";3;1;;6;0.826446281;
"Pistol";1;"<Whitesteel";;67;">Theta";"1d6";47.2723951953;;"20";1;;"x2";1.96;;"Armour Piercing 2";1.2;;;1;;3;1;;5;0.7513148009;
"Pistol";1;"<Plastic";;66;">Enbalmer";"2d4";123.80495;;"20";1;;"x2";1.96;;"Armour Piercing 5";1.3;;"+1 aim when used in the offhand usingt the ""Ambidexterous"" feat.";1.1;"<Offhanded";3;1;;6;0.826446281;
"Pistol";1;"<Renovated";;67;">Fate";"2d4";123.80495;;"20";1;;"x2";1.96;;;1;;;1;;3;1;;6;0.826446281;
"Pistol";1;"<Bold";;67;">Destiny";"1d6";47.2723951953;;"20";1;;"x2";1.96;;"Mixed chamber: Can load up to three different types of specialty (or basic) rounds in, and select your preference each shot.";1.15;">Alchemy";;1;;3;1;;5;0.7513148009;
"Pistol";1;"<Dustbowl";;66;">Prophetic";"1d6";47.2723951953;;"20";1;;"x2";1.96;;"Mixed chamber: Can load up to three different types of specialty (or basic) rounds in, and select your preference each shot.";1.15;">Helix";"Concealable";1.3;">Mirage";3;1;;5;0.7513148009;
"Pistol";1;"<Coppercliff";;66;">Ruin";"1d6";47.2723951953;;"20";1;;"x2";1.96;;"Mixed chamber: Can load up to three different types of specialty (or basic) rounds in, and select your preference each shot.";1.15;"<Prismatic";"Broken: Make a DC 15 Restore check to fix this up for use (Failure indicates weapon is ruined)";0.8;"<Busted";3;1;;5;0.7513148009;
"Pistol";1;"<Ballast";;66;">Skyline";"1d8";89.8175508711;;"20";1;;"x3";2.744;;;1;;"Broken: Make a DC 15 Restore check to fix this up for use (Failure indicates weapon is ruined)";0.8;;4;1.3;;6;0.826446281;
"Pistol";1;"<Pax";;68;">Steller";"1d6";47.2723951953;;"20";1;;"x2";1.96;;;1;;"Broken: Make a DC 15 Restore check to fix this up for use (Failure indicates weapon is ruined)";0.8;;3;1;;5;0.7513148009;
"Pistol";1;"<Summerday";;66;">Sol";"1d4";24.8802079975;;"17-20";2.744;;"x2";1.96;;"This item has a “Flare” setting- producing a brilliant light that goes 30 meters skyward, once per day.";1.2;">Flare";;1;;2;0.7692307692;;5;0.7513148009;
"Pistol";1;"<Winter";;65;">Judgement";"1d6";47.2723951953;;"20";1;;"x2";1.96;;;1;;"Busted: Make a DC 25 Restore check to fix this up for use (Failure indicates weapon is ruined)";0.5;"<Crapsack";3;1;;5;0.7513148009;
"Pistol";1;"<Pocket";;66;">Infinite";"2d4";123.80495;;"20";1;;"x2";1.96;;"No critical fumbles.";1.04;"<Safety";;1;;3;1;;6;0.826446281;
"Pistol";1;"<Personal";;67;">Blacksalt";"1d8";89.8175508711;;"20";1;;"x3";2.744;;"No critical fumbles.";1.04;">Assurance";"Damage dealt by this weapon acts as a penalty to your targets Defence, until their next turn.";3;">Stumbler";4;1.3;;6;0.826446281;
"Pistol";1;"<Boistrous";;68;">Damnation";"1d10";170.653346655;"^Redpaint";"20";1;;"x3";2.744;;"+4 aim if used by a robot";2.85;"^Machine Precision";;1;;3;1;;7;0.9090909091;
"Pistol";1;"<Browning";;69;">Equalizer";"3d4";616.0585814246;;"19-20";1.4;;"x3";2.744;;;1;;"Double all fire damage dealt with this weapon (using fire rounds)";1.1;">Philogesten";2;0.7692307692;;7;0.9090909091;
"Pistol";1;"<Rordnard";;70;">Curse";"2d6";446.9358695;;"19-20";1.4;;"x3";2.744;;"Distracting: Anyone struck by this loses all AoO and counter attacks until their next turn.";1.2;"^The mosquito";;1;;2;0.7692307692;;9;1.1;
"Pistol";1;"<Thankful";;71;">cuss";"1d12";324.2413586445;;"19-20";1.4;;"x3";2.744;;"Distracting: Anyone struck by this loses all AoO and counter attacks until their next turn.";1.2;">nuisance";"When fired upon a shielded opponenent, reduce your targets shielding by 2 until the start of their next turn (regardless of if you hit)";1.2;"<Disruptive";3;1;;9;1.1;
"Pistol";1;"<Doctor's";;72;">Trinity";"3d6";4225.5458099912;;"18-20";1.96;;"x4";3.8416;;;1;;"When fired upon a shielded opponenent, reduce your targets shielding by 5 until the start of their next turn (regardless of if you hit)";1.3;">Singularity";4;1.3;;8;1;
"Pistol";1;"<Vindictive";;73;">Finality";"2d8";1613.438488895;;"18-20";1.96;;"x1";1.4;;"Anyone struck by this recieves -1 on their next attack or defence roll.";1.1;">Hex";"When fired upon a shielded opponenent, reduce your targets shielding by 2 until the start of their next turn (regardless of if you hit)";1.2;"<Brochal";3;1;;8;1;
"Pistol";1;"<Soothing";;74;">Divine";"1d6";47.2723951953;;"20";1;"^Little Sister";"x2";1.96;;;1;;;1;;3;1;;5;0.7513148009;
"Pistol";1;"<Quilted";;66;">Oculus";"2d4";123.80495;"^The pig";"20";1;;"x2";1.96;;"Never causes a target to drop below -2Hp.  Targets brought below 0 by this weapon stabalise automatically";1.05;">mercy.";"On a critical hit, permanently reduce your targets health by 1";1.6;"<bitter";3;1;;6;0.826446281;
"Pistol";1;"<Tyrannical";;67;">Blaster";"2d4";123.80495;;"20";1;"^Marigold";"x2";1.96;;"Never causes a target to drop below -2Hp.  Targets brought below 0 by this weapon stabalise automatically";1.05;"<Compassionate";;1;;3;1;;6;0.826446281;
"Pistol";1;"<Exile's";;67;">Purifier";"1d8";89.8175508711;;"20";1;;"x3";2.744;;;1;;"Nanotech users dealth damage by this item can't use their Tech abilities during their next turn.";1.5;">Witchhunter";4;1.3;;6;0.826446281;
"Pistol";1;"<Exalted";;68;">Zealot";"1d6";47.2723951953;;"20";1;;"x2";1.96;;;1;;;1;;3;1;;5;0.7513148009;
"Pistol";1;"<White Cartridge";;66;">Deadeye";"2d4";123.80495;;"20";1;;"x2";1.96;;"Deals an additional 2d6 damage if used at range one.";10;">flamer";"Gain a +5 aim bonus during surprise combat rounds (either being, or providing surprise)";1.1;">Pre-emptive";3;1;;6;0.826446281;
"Pistol";1;"<Hammerhaim";;67;">Afterlife";"1d4";24.8802079975;;"17-20";2.744;;"x2";1.96;;;1;;;1;;2;0.7692307692;;5;0.7513148009;
"Pistol";1;"<Basalisk's";;65;">Remorse";"1d4";24.8802079975;"^Bad Medicine";"17-20";2.744;;"x2";1.96;;"Explodes if used by another character- dealing 8d6 piercing damage to them.";2;"<Boobytrapped";;1;;2;0.7692307692;;5;0.7513148009;
"Pistol";1;"<Gorgon's";;65;">Cipher";"1d4";24.8802079975;;"17-20";2.744;;"x2";1.96;;;1;;"Anyone damaged by this weapon loses 2 squares worth of movement on their next turn";1.4;"<Hammershot";2;0.7692307692;;5;0.7513148009;
"Pistol";1;"<Beholder's";;65;">Anon";"1d4";24.8802079975;;"17-20";2.744;;"x2";1.96;;"Anyone damaged by this weapon loses 2 squares worth of movement on their next turn";1.4;"^Fuzzy on kneecaps";;1;;2;0.7692307692;;5;0.7513148009;
"Pistol";1;"<Serpant's";;65;">Sugar";"1d4";24.8802079975;"^Errandboy";"17-20";2.744;;"x2";1.96;;;1;;;1;;2;0.7692307692;;5;0.7513148009;
"Pistol";1;"<Blondie's";;65;">Black jack";"1d4";24.8802079975;;"17-20";2.744;;"x2";1.96;;"Suitable for use as a Calabrists Signiture weapon: can be subbed in for previous weapon during level up.";2;"<Calabrist's";"Anyone damaged by this weapon must attack you (if possible) on their next turn.";4;">Imp";2;0.7692307692;;5;0.7513148009;
"Pistol";1;"<Redhead's";;65;">Crown";"1d6";47.2723951953;;"20";1;;"x2";1.96;;;1;;;1;;3;1;;5;0.7513148009;
"Pistol";1;"<Saphire";;66;">Stopwatch";"2d4";123.80495;;"20";1;;"x2";1.96;;"A pair of pistols, suitable for use as a Calabrists Signiture weapon: can be subbed in for previous weapon during level up.";3.5;"^Smoke and Mirrors";"Whenever this weapon encounters damage reduction, reduce that damage reduction by one (Until the item is repaired).";1.3;">Fracture";3;1;;6;0.826446281;
"Pistol";1;"<Emerald";;67;">Hourglass";"1d6";47.2723951953;;"20";1;;"x2";1.96;;;1;;;1;;3;1;;5;0.7513148009;
"Pistol";1;"<Ruby";;66;">Heartbreak";"2d4";123.80495;"^Allegiance";"20";1;;"x2";1.96;;;1;;;1;;3;1;;6;0.826446281;
"Pistol";1;"<Marble";;67;">Pistol";"2d4";123.80495;;"20";1;;"x2";1.96;;;1;;;1;;3;1;;6;0.826446281;
"Pistol";1;"<Engraved";;67;">Shooter";"1d6";47.2723951953;"^Dominion";"20";1;;"x2";1.96;;;1;;;1;;3;1;;5;0.7513148009;
"Pistol";1;"<Signiture";;66;">Handgun";"2d4";123.80495;;"20";1;;"x2";1.96;;;1;;;1;;3;1;;6;0.826446281;
"Pistol";1;"<Chickenshit";;67;">Blaster";"2d4";123.80495;;"20";1;;"x2";1.96;;;1;;;1;;3;1;;6;0.826446281;
"Pistol";1;"<Reliable";;67;">Sprocket";"1d6";47.2723951953;;"20";1;;"x2";1.96;;;1;;;1;;3;1;;5;0.7513148009;
"Pistol";1;"<Overt";;66;">Best Friend";"1d6";47.2723951953;;"20";1;;"x2";1.96;;;1;;;1;;3;1;;5;0.7513148009;
"Pistol";1;"<Military";;66;">Watchdog";"1d6";47.2723951953;;"20";1;;"x2";1.96;;;1;;;1;;3;1;;5;0.7513148009;
"Pistol";1;"<Anarcist's";;66;">Mc'arow";"1d8";89.8175508711;;"20";1;;"x3";2.744;;;1;;;1;;4;1.3;;6;0.826446281;
"Pistol";1;"<Citizen's";;68;">Limit";"1d6";47.2723951953;;"20";1;;"x2";1.96;;;1;;;1;;3;1;;5;0.7513148009;
"Pistol";1;"<Burnished";;66;">Cruiser";"1d4";24.8802079975;;"17-20";2.744;;"x2";1.96;;;1;;;1;;2;0.7692307692;;5;0.7513148009;
"Pistol";1;"<Polished";;65;">Scar";"1d6";47.2723951953;;"20";1;;"x2";1.96;;;1;;;1;;3;1;;5;0.7513148009;
"Pistol";1;"<Honourable";;66;">Viper";"2d4";123.80495;;"20";1;;"x2";1.96;;;1;;;1;;3;1;;6;0.826446281;
"Pistol";1;"<Spiteful";;67;">Adder";"1d8";89.8175508711;">Magnum";"20";1;;"x3";2.744;;;1;;;1;;4;1.3;;6;0.826446281;
"Pistol";1;"<Vengeful";;68;">Grace";"1d10";170.653346655;">Colt";"20";1;;"x3";2.744;;;1;;;1;;3;1;;7;0.9090909091;
"Pistol";1;"<Happy";;69;">Joker";"3d4";616.0585814246;;"19-20";1.4;;"x3";2.744;;;1;;;1;;2;0.7692307692;;7;0.9090909091;
"Pistol";1;"<Cheerful";;70;">Twilight";"2d6";446.9358695;;"19-20";1.4;;"x3";2.744;;;1;;;1;;2;0.7692307692;;9;1.1;
"Pistol";1;"<Anarcist's";;71;">Pendulum";"3d10";12000;"^Little Cricket";"19-20";1.4;;"x3";2.744;;;1;;;1;;3;1;;9;1.1;
"Pistol";1;"<Disciple's";;72;">Antonia";"3d6";4225.5458099912;;"18-20";1.96;;"x4";3.8416;;;1;;"It's got the initials “M.G.” scratched into the side.";1;"^M.G.'s gun.";4;1.3;;8;1;
"Pistol";1;"<Priestly";;73;">Widowmaker";"2d8";1613.438488895;;"18-20";1.96;;"x1";1.4;;"+2d6 damage vs the Archon Theseus";1.1;"^Jalni's Revenge";;1;;3;1;;8;1;
"Pistol";1;"<Deadman's";;74;">Persuassion";"1d6";47.2723951953;;"20";1;;"x2";1.96;;;1;;"There's an engraving of a tiny lighthouse by the trigger.";1;;3;1;;5;0.7513148009;
"Pistol";1;"<Drunkard's";;66;">Vacancy";"2d4";123.80495;;"20";1;;"x2";1.96;;;1;;;1;;3;1;;6;0.826446281;
;1;"<Blackiron";;67;;;;;;;;;;;;1;;;1;;;;;;;
