"Type";"TypePrice";"TypeName";"Price";"PricePrice";"PriceName";"Hit Dice";"DicePrice";"DiceName";"Crit Range";"CritRangePrice";"CritName";"Crit Multiplier";"CritXPrice";"Cname";"Special 1";"Sp1Price";"Sp1Name";"Special 2";"Sp2Price";"Sp2Name";"Aim Distance";"AimDistPrice";"AimName";"Max Distance";"MaxDistPrice";"MaxName"
"Shotgun";1;"<Flatulant";;86;">Ladle";"3d6";2535.3274859947;">Bigfoot";"19-20";1.4;;"x1";1.4;;;1;;;1;;1;1;;2;0.9;
"Shotgun";1;"<Bad";;87;">Cherry pitter";"2d8";968.063093337;;"19-20";1.4;;"x1";1.4;;;1;;;1;;1;1;;2;0.9;
"Shotgun";1;"<Smith's";;88;">Chinois";"1d4";14.9281247985;;"19-20";1.4;;"x2";1.96;;;1;;;1;;1;1;;2;0.9;
"Shotgun";1;"<Warlord's";;79;">Corkscrew";"1d6";28.3634371172;;"20";1;;"x2";1.96;;;1;;"+1 aim";1.4;"<Accurate";1;1;;1;0.5;
"Shotgun";1;"<Marcenary";;80;">Honeydipper";"2d4";74.28297;;"20";1;;"x2";1.96;;;1;;"+1 aim";1.4;"<Precise";1;1;;1;0.5;
"Shotgun";1;"<Wardog's";;81;">Garlic crusher";"1d8";53.8905305226;;"20";1;">Coldblood";"x2";1.96;;;1;;"+1 aim";1.4;"<Calibrated";1;1;;3;1;
"Shotgun";1;"<Bad";;82;">Tenderiser";"1d10";102.392007993;;"20";1;;"x2";1.96;;;1;;;1;;1;1;;3;1;
"Shotgun";1;"<Hidious";;83;">Meatgrinder";"3d4";369.6351488548;;"19-20";1.4;;"x2";1.96;;;1;;;1;;1;1;;3;1;
"Shotgun";1;"<Remorseless";;84;">Melon Baller";"2d6";268.1615217;;"19-20";1.4;;"x3";2.744;;;1;;"Grants +10 on intimidate and handle animal checks to scare off animals.";1.1;"^BOOMSTICK";1;1;;3;1;
"Shotgun";1;"<Crushing";;85;">Mezzaluna";"1d12";194.5448151867;;"19-20";1.4;;"x3";2.744;;;1;;"Can be used to make AoO against thoseUsing abilities";2.4;"<Humourless";1;1;;3;1;
"Shotgun";1;"<Maniac's";;86;">Mortar";"3d6";2535.3274859947;;"19-20";1.4;;"x1";1.4;;;1;;"Can be used to make counter attacks";2.4;"<Sawn off";2;1.2;;3;1;
"Shotgun";1;"<Bethyl";;87;">Ovenglove";"2d8";968.063093337;"^Moderation";"19-20";1.4;;"x1";1.4;;"Suitable for use as a Calabrists Signiture weapon: can be subbed in for previous shotgun during level up.";2;"^The Deputy";"Can be used to make AoO against those running by.";2.4;"^Trespasser's shot";2;1.2;;3;1;
"Shotgun";1;"<Krakoum";;88;">Peppermill";"1d4";14.9281247985;;"19-20";1.4;;"x2";1.96;;;1;;"Always maximum damage vs doors.";1.3;"^Multipass";2;1.2;;3;1;
"Shotgun";1;"<Kadigan";;79;">Rollingpin";"1d6";28.3634371172;;"20";1;;"x2";1.96;;;1;;;1;;2;1.2;;3;1;
"Shotgun";1;"<Lyft";;80;">Tamis";"2d4";74.28297;;"20";1;;"x2";1.96;;;1;;"Prompts no AoO from the victim of your attack.";2.5;">Faceblaster";2;1.2;;3;1;
"Shotgun";1;"<Sinister";;81;">Can opener";"1d8";53.8905305226;;"20";1;;"x2";1.96;;"Deals an additional 1d4 Fire damage at point blank range.";1.8;">Burner";;1;;2;1.2;;3;1;
"Shotgun";1;"<Ol' Mumma's";;82;">Tongs";"1d10";102.392007993;;"20";1;;"x2";1.96;;;1;;;1;;2;1.2;;3;1;
"Shotgun";1;"<Aunt Philip's";;83;">Zester";"3d4";369.6351488548;;"19-20";1.4;;"x2";1.96;;"Deals an additional 1d4 Acid damage at point blank range.";1.8;"<Caustic";;1;;2;1.2;;2;0.9;
"Shotgun";1;"<Torsional";;84;">Whisk";"2d6";268.1615217;;"19-20";1.4;;"x3";2.744;;;1;;;1;;1;1;;2;0.9;
"Shotgun";1;"<Savage";;85;">Enamel";"1d12";194.5448151867;;"19-20";1.4;"^Moratory";"x3";2.744;;;1;;"Broken: Make a DC 15 Restore check to fix this up for use (Failure indicates weapon is ruined)";0.8;"<Haunted";1;1;;2;0.9;
"Shotgun";1;"<Loutish";;86;">Casserole";"3d6";2535.3274859947;;"19-20";1.4;;"x1";1.4;;"Deals non-lethal Sonic damage, in th place of regular damage";0.6;">Tornado";"Broken: Make a DC 15 Restore check to fix this up for use (Failure indicates weapon is ruined)";0.8;"<shattered";1;1;;2;0.9;
"Shotgun";1;"<Beastial";;87;">Stewpot";"2d8";968.063093337;;"19-20";1.4;;"x1";1.4;;"All damage dealt by this weapon is considered Ice damage";1;">Katabatic";"Broken: Make a DC 15 Restore check to fix this up for use (Failure indicates weapon is ruined)";0.8;"<Rusted";1;1;;2;0.9;
"Shotgun";1;"<Stoshus";;88;">Recipebook";"1d4";14.9281247985;;"19-20";1.4;">Bulldog";"x2";1.96;;"All damage dealt by this weapon is considered Ice damage";1;">Blizzard";;1;;1;1;;2;0.9;
"Shotgun";1;"<Choclate";;79;">Griddle";"1d6";28.3634371172;;"20";1;;"x2";1.96;;"All damage dealt by this weapon is considered Eletric damage";1;"^Vandlegraf";"Busted: Make a DC 25 Restore check to fix this up for use (Failure indicates weapon is ruined)";0.5;"<Borken";1;1;;2;0.9;
"Shotgun";1;"<Badass";;80;">Roastingrack";"2d4";74.28297;;"20";1;;"x2";1.96;;"All damage dealt by this weapon is considered Fire damage";1;"<Pyratic";;1;;1;1;;2;0.9;
"Shotgun";1;"<Wrecking";;81;">Wok";"1d8";53.8905305226;;"20";1;;"x2";1.96;;"All damage dealt by this weapon is considered Fire damage";1;">Burn notice";;1;;1;1;;1;0.5;
"Shotgun";1;"<Reckless";;82;">Broiler";"1d10";102.392007993;;"20";1;">Pummelgator";"x2";1.96;;"All damage dealt by this weapon is considered Fire damage";1;"<Volcanic";;1;;1;1;;1;0.5;
"Shotgun";1;"<Aunt Philip's";;83;">Cauldren";"3d4";369.6351488548;;"19-20";1.4;;"x2";1.96;;;1;;"Bayonnet: Can be used as a 1d8 piercing weapon (suitable for AoO)";1.3;"^Gunblade";1;1;;3;1;
"Shotgun";1;"<Tame";;84;">Karahi";"2d6";268.1615217;;"19-20";1.4;;"x3";2.744;;"Can be loaded withtwo different types of specialty (or basic) rounds. Alternate between effects with each shot.";1.1;">Seesaw";;1;;1;1;;3;1;
"Shotgun";1;"<Stormfront";;85;">Ramekin";"1d12";194.5448151867;;"19-20";1.4;;"x3";2.744;;;1;;"Change Ammo type as a free action";1.4;"<Stochastic";1;1;;3;1;
"Shotgun";1;"<Sleepy";;86;">Waffleiron";"3d6";2535.3274859947;;"19-20";1.4;;"x1";1.4;;;1;;;1;;1;1;;3;1;
"Shotgun";1;"<Demigod's";;87;">Saltshaker";"2d8";968.063093337;;"19-20";1.4;;"x1";1.4;;;1;;;1;;2;1.2;;3;1;
"Shotgun";1;"<Woodstock";;88;">Potato masher";"1d4";14.9281247985;;"19-20";1.4;;"x2";1.96;;;1;;;1;;2;1.2;;3;1;
"Shotgun";1;"<Ballistic";;79;">Spicelord";"1d6";28.3634371172;;"20";1;;"x2";1.96;;;1;;;1;;2;1.2;;3;1;
"Shotgun";1;"<Crude";;80;">Chilliepowder";"2d4";74.28297;;"20";1;;"x2";1.96;;;1;;;1;;2;1.2;;3;1;
"Shotgun";1;"<Castiron";;81;">Spicerack";"1d8";53.8905305226;;"20";1;;"x2";1.96;;;1;;;1;;2;1.2;;3;1;
"Shotgun";1;"<Tempered";;82;">Ricebox";"1d10";102.392007993;;"20";1;;"x2";1.96;;;1;;;1;;2;1.2;;3;1;
"Shotgun";1;"<Coppercase";;83;">Chargrill";"3d4";369.6351488548;;"19-20";1.4;;"x2";1.96;;;1;;;1;;2;1.2;;3;1;
"Shotgun";1;"<Vicious";;84;">Spittake";"2d6";268.1615217;;"19-20";1.4;;"x3";2.744;;;1;;;1;;2;1.2;;3;1;
"Shotgun";1;"<Burnished";;85;">Steakhouse";"1d12";194.5448151867;;"19-20";1.4;;"x3";2.744;"<Exact";;1;;;1;;1;1;;2;0.9;
"Shotgun";1;"<Klepto's";;86;">Sideorder";"3d6";2535.3274859947;;"19-20";1.4;;"x1";1.4;;;1;;;1;;1;1;;2;0.9;
"Shotgun";1;"<Poxen";;87;">Damsel";"2d8";968.063093337;;"19-20";1.4;;"x1";1.4;;;1;;;1;;1;1;;2;0.9;
"Shotgun";1;"<Fat";;88;">Cheesesauce";"1d4";14.9281247985;;"19-20";1.4;;"x2";1.96;;;1;;;1;;1;1;;2;0.9;
"Shotgun";1;"<Hungry";;79;">Sourcream";"1d6";28.3634371172;;"20";1;;"x2";1.96;;;1;;;1;;1;1;;2;0.9;
"Shotgun";1;"<Slob's";;80;">Scoville";"2d4";74.28297;;"20";1;;"x2";1.96;;;1;;;1;;1;1;;2;0.9;
"Shotgun";1;"<Scatka";;81;">Pungency";"1d8";53.8905305226;;"20";1;;"x2";1.96;;;1;;;1;;1;1;;2;0.9;
"Shotgun";1;"<Barbaric ";;82;">Safetymeasrue";"1d10";102.392007993;;"20";1;;"x2";1.96;;;1;;;1;;1;1;;2;0.9;
"Shotgun";1;"<Beastbane";;83;">habaneros";"3d4";369.6351488548;;"19-20";1.4;;"x2";1.96;;;1;;;1;;1;1;;1;0.5;
"Shotgun";1;"<MMQR17";;84;"> Blender";"2d6";268.1615217;;"19-20";1.4;;"x3";2.744;;;1;;;1;;1;1;;1;0.5;
"Shotgun";1;"<P3_T";;85;">Garbage disposal";"1d12";194.5448151867;;"19-20";1.4;;"x3";2.744;;;1;;;1;;1;1;;3;1;
"Shotgun";1;"<1337";;86;">Choppingblock";"3d6";2535.3274859947;;"19-20";1.4;;"x1";1.4;;;1;;;1;;1;1;;3;1;
"Shotgun";1;"<9003";;87;">Butcherboy";"2d8";968.063093337;;"19-20";1.4;;"x1";1.4;;;1;;;1;;1;1;;3;1;
"Shotgun";1;"<Crofton";;88;">Extractor";"1d4";14.9281247985;;"19-20";1.4;;"x2";1.96;;;1;;;1;;2;1.2;;3;1;
"Shotgun";1;"<Trainee's";;79;">Poultryplucker";"1d6";28.3634371172;;"20";1;;"x2";1.96;;;1;;;1;;2;1.2;;3;1;
"Shotgun";1;"<Wretched  ";;80;">Trumpet";"2d4";74.28297;;"20";1;;"x2";1.96;;;1;;;1;;2;1.2;;3;1;
"Shotgun";1;"<Ironbark ";;81;">Gutter";"1d8";53.8905305226;;"20";1;;"x2";1.96;;;1;;;1;;2;1.2;;3;1;
"Shotgun";1;"<Singsong";;82;">Ribbraker";"1d10";102.392007993;;"20";1;;"x2";1.96;;;1;;;1;;2;1.2;;3;1;
"Shotgun";1;"<Melodic";;83;">DGWE";"3d4";369.6351488548;;"19-20";1.4;;"x2";1.96;;;1;;;1;;2;1.2;;3;1;
"Shotgun";1;"<Brass";;84;">Scorcher";"2d6";268.1615217;"^Closing time";"19-20";1.4;;"x3";2.744;"<Sqwauck";;1;;;1;;2;1.2;;3;1;
"Shotgun";1;"<Trooper's";;85;">Scattershot";"1d12";194.5448151867;;"19-20";1.4;;"x3";2.744;;;1;;;1;;2;1.2;;3;1;
"Shotgun";1;"<Calamity";;86;">Buckshot";"3d6";2535.3274859947;"^Hot choclate";"19-20";1.4;;"x1";1.4;;;1;;;1;;4;1.5;;3;1;
"Shotgun";1;"<Refined";;87;">Torment";"2d8";968.063093337;;"19-20";1.4;;"x1";1.4;;;1;;;1;;3;1.5;;2;0.9;
"Shotgun";1;"<Stout";;88;">Lancer";"d8+d6+d4";2535.3274859947;;"20";1;"^Cooking reference goes here.";"x2";1.96;;;1;;;1;;0;1.5;;2;0.9;
"Shotgun";1;"<Broad";;89;">Jackhammer";"3d8";17389.8112264378;;"20";1;;"x2";1.96;;;1;;;1;;0;1.5;;2;0.9;
"Shotgun";1;"<Tutu";;90;">Mocha";"2d10";3494.7077669466;;"18-20";1.96;;"x2";1.96;;;1;;;1;;1;1;;2;0.9;
"Shotgun";1;"<Doublespiced";;91;">Latte";"2d12";12615.8950386771;;"20";1;;"x1";1.4;;;1;;;1;;1;1;;2;0.9;
"Shotgun";1;"<Malevolent";;92;">Larger";"2d10";3494.7077669466;;"18-20";1.96;"<Fresh";"x2";1.96;;;1;;;1;;1;1;;2;0.9;
"Shotgun";1;"<Gaurdian's";;91;">Deprivation";"2d12";12615.8950386771;;"20";1;;"x1";1.4;;;1;;;1;;1;1;;2;0.9;
"Shotgun";1;"<Thoughtless";;92;">Gravy";"d8+d6+d4";2535.3274859947;;"20";1;;"x2";1.96;;;1;;;1;;1;1;;2;0.9;
"Shotgun";1;"<Daybreak";;89;">Mustard";"2d12";12615.8950386771;;"20";1;;"x1";1.4;;;1;;;1;;1;1;;1;0.5;
"Shotgun";1;"<Gatekeeper's";;92;">Soupdish";"3d6";2535.3274859947;;"19-20";1.4;;"x1";1.4;;;1;;;1;;1;1;;1;0.5;
"Shotgun";1;"<Sullen";;87;">Kitchenattor";"2d8";968.063093337;;"19-20";1.4;;"x1";1.4;;;1;;;1;;1;1;;3;1;
"Shotgun";1;"<Idiot";;88;">Cassoulet";"d4+d6+d8+d10";86532.4;"^Last Lullaby";"20";1;;"x1";1.4;;;1;;;1;;1;1;;4;2;
"Shotgun";1;;;2;;;;;;;;;;;;1;;;1;;;;;;;
