"Template";1;2;3;4;5;6;7;8;9;10
"~PowerSystemSpecial~";;1;;;;;;;;
"~PowerSystemSpecial~";;1;;;;;;;;
"~PowerSystemSpecial~";;1;;;;;;;;
"~PowerSystemSpecial~";"EMP Resistant: If this system would be hit by an EMP it has a 50% chance of being uneffected.";1.4;;;;;;;;
"~PowerSystemSpecial~";"Automated Transition: Whenever this system goes down, Emergency power is activated immediately, coming online in time for the start of your logistics hubs’ turn.";1.6;;;;;;;;
"~PowerSystemSpecial~";"~GeneralSystemBonus~1";"~GeneralSystemBonus~2";;;;;;;;
"~PowerSystemSpecial~";"~GeneralSystemBonus~1";"~GeneralSystemBonus~2";;;;;;;;
"~PowerSystemSpecial~";"Shield Adapted: The power suply of this generator is particular well suited for powering shield- all shields cost one power unit less.";1.8;;;;;;;;
"~PowerSystemSpecial~";"Radioactive: Every week spent sharing a ship with this Power supply, roll a fortitude save (DC 15). If you fail, you lost 1 hp, permanently.";0.7;;;;;;;;
"~PowerSystemSpecial~";"Deep Space: This power supply is designed to run indefinitely, even during the long voyages of deep intersteller space.";3;;;;;;;;
"~PowerSystemSpecial~";"Triple cautious: No matter what happens, no matter what, this reactor will always shutdown safetly. It will never leak radiation or explode. No matter what.";1.6;;;;;;;;
"~PowerSystemSpecial~";;1;;;;;;;;
"~PowerSystemSpecial~";;1;;;;;;;;
"~PowerSystemSpecial~";"Spitting sparks: Whenever you fail in an attempt to remove stress from this system, you take 2d4 electric damage.";0.9;;;;;;;;
;;;;;;;;;;
"~Powerlevel~";8;0.8;;;;;;;;
"~Powerlevel~";9;0.9;;;;;;;;
"~Powerlevel~";10;1;;;;;;;;
"~Powerlevel~";14;1.4;;;;;;;;
"~Powerlevel~";14;1.4;;;;;;;;
"~Powerlevel~";15;1.5;;;;;;;;
"~Powerlevel~";14;1.4;;;;;;;;
"~Powerlevel~";16;1.6;;;;;;;;
"~Powerlevel~";18;2;;;;;;;;
"~Powerlevel~";18;2;;;;;;;;
"~Powerlevel~";20;2.4;;;;;;;;
"~Powerlevel~";22;2.6;;;;;;;;
"~Powerlevel~";25;3;;;;;;;;
"~Powerlevel~";30;5;;;;;;;;
;;;;;;;;;;
"~ShipPowerReplaceName~";"ORION powercore";;;;;;;;;
"~ShipPowerReplaceName~";"Thalmus reactor";;;;;;;;;
"~ShipPowerReplaceName~";"Forgeheart Powercore";;;;;;;;;
"~ShipPowerReplaceName~";"Zenus Power supply";;;;;;;;;
"~ShipPowerReplaceName~";"BorLax reactor ZT";;;;;;;;;
"~ShipPowerReplaceName~";"Chronical ``Twin heart’’ reactor";;;;;;;;;
"~ShipPowerReplaceName~";"Mellium Reactor.";;;;;;;;;
"~ShipPowerReplaceName~";"Emm Sea Square reactor";;;;;;;;;
"~ShipPowerReplaceName~";"``Caged Sun’’";;;;;;;;;
"~ShipPowerReplaceName~";"FusionBoy Space ship Reactor";;;;;;;;;
"~ShipPowerReplaceName~";"``Carnot’’ ";;;;;;;;;
"~ShipPowerReplaceName~";"Prometheus Mark IV";;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
"~ShipEngineReplaceName~";"~QQRocketBrand~1 ~QQRocketBrand~2 ~QQRocketBrand~3";;;;;;;;;
;;;;;;;;;;
"~RocketBrand~";"Pheonix Tail";"V12";"Rocket Assembly";;;;;;;
"~RocketBrand~";"Iron Maw";"Model 18";"Thruster";;;;;;;
"~RocketBrand~";"``Demon’s Trumpet’’";"Z. delta";"Rocket Engine";;;;;;;
"~RocketBrand~";"Cerberus";"V15x";"Propulsion system";;;;;;;
"~RocketBrand~";"``Red Dragon’’";"Model M.";"Burner";;;;;;;
"~RocketBrand~";"Eclipse";"YRY";"Hydrogen Drive";;;;;;;
"~RocketBrand~";"``Rear Admiral’’";"YVR";"Primary Thrust";;;;;;;
"~RocketBrand~";"``Volcanic’’";"45#";"Ship Engine";;;;;;;
"~RocketBrand~";"``Slingshot’’";;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
"~EngineSystemSpecial~";;1;;;;;;;;
"~EngineSystemSpecial~";;1;;;;;;;;
"~EngineSystemSpecial~";;1;;;;;;;;
"~EngineSystemSpecial~";;1;;;;;;;;
"~EngineSystemSpecial~";;1;;;;;;;;
"~EngineSystemSpecial~";;1;;;;;;;;
"~EngineSystemSpecial~";"~GeneralSystemBonus~1";"~GeneralSystemBonus~2";;;;;;;;
"~EngineSystemSpecial~";"~GeneralSystemBonus~1";"~GeneralSystemBonus~2";;;;;;;;
"~EngineSystemSpecial~";"Burning Tail: if fired in the direction of an enemy while at distance one, deal severe (Damage catagory 4) damage to the facing side of their ship.";1.5;;;;;;;;
"~EngineSystemSpecial~";"Slipshift: Grant your pilot +2 on all manuvering checks.";1.5;;;;;;;;
"~EngineSystemSpecial~";"ipshift: Grant your pilot +2 on all manuvering checks";;;;;;;;;
"~EngineSystemSpecial~";"Overload Friendly: Whenever an engineer uses ``Overload engine’’ with this engine, they need only draw two stress cards.";;;;;;;;;
"~EngineSystemSpecial~";"Fiery temper: Whenever you fail in an attempt to remove stress from this engine, you take 2d4 fire damage.";0.9;;;;;;;;
"~EngineSystemSpecial~";"This engine is equiped with a hypostatic jump drive (In addition to normal thrust). Activating the drive requires 30 units of power, a trained pilot, and nerves of steel.";5;;;;;;;;
"~EngineSystemSpecial~";"Explosive: Each time this engine fails, the GM rolls a 1d10 to determine if it explodes (Explodes on a 1). On an explosion, deal 3d6 shrapenel and 3d6 fire damage to everyone in the engine bay (Reflex DC 15 to escape).";0.6;;;;;;;;
"~EngineSystemSpecial~";"Fine Control: Your pilot gains +4 on all piloting checks for docking manuevers, and other checks requiring fine control.";1.3;;;;;;;;
;;;;;;;;;;
"~ShipCustomisation~";"Gyro Upgrade | 800 | Your Gyro now draws one additional power, but your ships effective weight is reduced by 3 (due to the more powerful gyro)";;;;;;;;;
"~ShipCustomisation~";"Kitchen Decor| 160 | ~KitchenDecor~. Install on your space ship to gain a +1 bonus on all sooth and entertain checks made against guests to your ship.";;;;;;;;;
"~ShipCustomisation~";"Commanders Throne| 120 | An impressive Leather throne, perfect for any war room. Install in your spaceship (or otherwise permanent base of operations). Anyone sitting in the throne gains +2 to Command checks.";;;;;;;;;
"~ShipCustomisation~";"Workshop supplies | 550 | Extra supplies for the workshop room on your spaceship. Grants +2 to all engineering(Repair) checks, craft checks and Bulletsmithing conducted aboard your ship.";;;;;;;;;
"~ShipCustomisation~";"Medical Bay upgrades | 550 | Grants a +3 bonus to all medical checks done inside your medical bay.";;;;;;;;;
"~ShipCustomisation~";"MORE SHIP UPGRADES |123| DESCRIBE";;;;;;;;;
"~ShipCustomisation~";"~EngineCoolName~ | ~CoolantFilter~2*~CoolantPower~2 | Ship modification. Requires ~CoolantPower~1 . While running, automatically discard any ~CoolantFilter~1 of spades drawn to ship stress.";;;;;;;;;
"~ShipCustomisation~";"~PowerCoolName~ | ~CoolantFilter~2*~CoolantPower~2 | Ship modification. Requires ~CoolantPower~1 units of energy to run. While running, automatically discard any ~CoolantFilter~1 of diamonds drawn to ship stress.";;;;;;;;;
"~ShipCustomisation~";"Bunk Beds | 250 | Can be used to convert a single room in your ship into a two person bedroom.";;;;;;;;;
"~ShipCustomisation~";"Towline | 325 | A massive sturdy ship’s towline. Suitable for hauling ships of similar size, or small asteroids.";;;;;;;;;
"~ShipCustomisation~";"Faraday Shielding | 450 | External farady shielding- will prevent all incoming electric damage, but also increases your ships weight by 3 (making it harder to turn)";;;;;;;;;
"~ShipCustomisation~";"False Flag | 2500 | Alternative markings for the side of youe ship, flying it under a different registration, port and name. BLACKMARKET ITEM: Only those with blackmarket contacts may purchase this.";;;;;;;;;
"~ShipCustomisation~";"Adaptive Aircushions | 1800| Requires 3 units of power. Whenver your ship would be knocked around, if this device is active, prevent all damage your crew would take from being thrown around.";;;;;;;;;
"~ShipCustomisation~";"Padded interior | 220 |Whenver your ship would be knocked around, prevent the first 3 damage each crew mate would recieve from being knocked against sharp objects. (This protection is permanent)";;;;;;;;;
"~ShipCustomisation~";"Lieutenant’s terminal | 700 | An extra terminal, to be placed in any single room on your spaceship. Occupants of this room may ``Delegate’’ (use line of sight or voice based abilities) as if they were in the Coms center. Requires 1 unit of Power to keep running.";;;;;;;;;
"~ShipCustomisation~";"Speakers and Stage | 3500 | Curtains and building supplies to turn any large storeroom/ loading bay in your spaceship into a theatre/ music venue. Various Craft and social checks will be needed to actual implement the installation (unless you hire professionals)";;;;;;;;;
"~CoolantPower~";8;1;;;;;;;;
"~CoolantPower~";8;1;;;;;;;;
"~CoolantPower~";8;1;;;;;;;;
"~CoolantPower~";11;0.8;;;;;;;;
"~CoolantPower~";6;1.3;;;;;;;;
"~CoolantPower~";6;1.3;;;;;;;;
"~CoolantPower~";4;3;;;;;;;;
"~CoolantPower~";4;3;;;;;;;;
"~CoolantPower~";15;0.5;;;;;;;;
;;;;;;;;;;
"~EngineCoolName~";"``Aquifer’’ Engine Stabilisation Unit";;;;;;;;;
"~EngineCoolName~";"Olgenhaus Thrust Cooling unit";;;;;;;;;
"~EngineCoolName~";"Oragor Active Heatsink";;;;;;;;;
"~EngineCoolName~";"Peltier Engine conditioner";;;;;;;;;
"~EngineCoolName~";"Thermocouple";;;;;;;;;
"~PowerCoolName~";"Romulous Magnetic Disipator";;;;;;;;;
"~PowerCoolName~";"``Meditation’’ Surge protector";;;;;;;;;
"~PowerCoolName~";"``Symphony’’ Active Electromagnetic Stabilization device.";;;;;;;;;
"~PowerCoolName~";"``Lullaby’’ Nuclear equilibriator";;;;;;;;;
"~PowerCoolName~";"``Temperance’’";;;;;;;;;
;;;;;;;;;;
" ~KitchenDecor~";"An assortment of wonderful knick-knacks for zero G kitchens";;;;;;;;;
" ~KitchenDecor~";"Homely Wooden Shelves, spice racks, and tableware, suitable for making any spaceship mess feel like a real home.";;;;;;;;;
" ~KitchenDecor~";"Sharp, colourful shelving units, foldable utilities and zero-G cutlery. The very best in convienence and comfort.";;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
"~ShipCustomisation~";"Acoustic padding| 450 | Install in a single room (Probably a theatre or throne room) to grant all speakers in that room +2 command and entertain.";;;;;;;;;
